;rxcui;drug_name;clean_name;rxcui_x;variable;rxcui_y;name;atc
36719;795735.0;DHC CONTINUS tabs 90mg;Dhc Continus Tabs 90Mg;795735.0;IN;591622.0;varenicline;['N07BA03', 'S01XA28']
36730;215502.0;MINI WRIGHT STANDARD PF 3103001 meter;Mini Wright Standard Pf 3103001 Meter;215502.0;IN;8120.0;phenazopyridine;['G04BX06']
36734;220187.0;NaturCare IPD deodorant sachets 1104 (Opus Healthcare Ltd);Naturcare Ipd Deodorant Sachets 1104 Opus Healthcare Ltd;220187.0;IN;27334.0;hypromellose;['S01KA02']
36736;1797933.0;FLIXONASE AQUEOUS NASAL SPRAY 50 MCG/SPRAY[120dose nasal spr;Flixonase Aqueous Nasal Spray 50 Mcg Spray 120Dose Nasal Spr;1797933.0;IN;41126.0;fluticasone;['D07AC17', 'R01AD08', 'R03BA05']
36739;581662.0;Modecate 25mg/ml Injection (Sanofi-Synthelabo Ltd);Modecate 25Mg Ml Injection Sanofi-Synthelabo Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
36745;1193085.0;Dans Nov 2 2 pie flan 43mm strt hle15-35mm [DANSAC] 1143-15;Dans Nov 2 2 Pie Flan 43Mm Strt Hle15-35Mm Dansac 1143-15;1193085.0;IN;2354.0;chlorcyclizine;['R06AE04']
36754;1738536.0;DAY DROP DEODORISER SPR;Day Drop Deodoriser Spr;1738536.0;IN;1514.0;betamethasone;['A07EA04', 'C05AA05', 'D07AC01', 'D07XC01', 'H02AB01', 'R01AD06', 'R03BA04', 'S01BA06', 'S01CB04', 'S02BA07', 'S03BA03']
36757;1486875.0;BIOTROL CLINIMED ELI;Biotrol Clinimed Eli;1486875.0;IN;2582.0;clindamycin;['D10AF01', 'G01AA10', 'J01FF01']
36792;203159.0;Serevent Accuhaler 50 micrograms/dose;Serevent Accuhaler 50 Micrograms Dose;203159.0;IN;36117.0;salmeterol;['R03AC12']
36797;581662.0;PRIADEL tablets 400mg;Priadel Tablets 400Mg;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
36800;795735.0;DHC CONTINUS tabs 120mg;Dhc Continus Tabs 120Mg;795735.0;IN;591622.0;varenicline;['N07BA03', 'S01XA28']
36801;202750.0;BETADINE OIN;Betadine Oin;202750.0;IN;8611.0;povidone-iodine;['D08AG02', 'D09AA09', 'D11AC06', 'G01AX11', 'R02AA15', 'S01AX18']
36804;795735.0;Uniphyllin continus tablets 200mg;Uniphyllin Continus Tablets 200Mg;795735.0;IN;591622.0;varenicline;['N07BA03', 'S01XA28']
36805;834181.0;Vanilla Blush Level 2/3 unisex support vest extra large V...;Vanilla Blush Level 2 3 Unisex Support Vest Extra Large V...;834181.0;IN;7984.0;penicillin V;['J01CE02']
36813;313421.0;Ostomist odour neutralising spray Spray (OstoMart Ltd);Ostomist Odour Neutralising Spray Spray Ostomart Ltd;313421.0;IN;10637.0;tolnaftate;['D01AE18']
36817;581662.0;Melleril 10mg tablets (Novartis Pharmaceuticals UK Ltd);Melleril 10Mg Tablets Novartis Pharmaceuticals Uk Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
36820;1543730.0;ELLESTE SOLO MX 40 P;Elleste Solo Mx 40 P;1543730.0;IN;6373.0;levonorgestrel;['G03AC03', 'G03AD01']
36832;901557.0;Mirapexin 0.52mg modified-release tablets (Boehringer Ing...;Mirapexin 0.52Mg Modified-Release Tablets Boehringer Ing...;901557.0;IN;746741.0;pramipexole;['N04BC05']
36834;332648.0;BISMUTH CHELATE TAB 120mg;Bismuth Chelate Tab 120Mg;332648.0;IN;47181.0;bismuth subcitrate;['A02BX05']
36841;901551.0;Mirapexin 1.05mg modified-release tablets (Boehringer Ingelheim Ltd);Mirapexin 1.05Mg Modified-Release Tablets Boehringer Ingelheim Ltd;901551.0;IN;746741.0;pramipexole;['N04BC05']
36847;581662.0;Zydol SR 200mg tablets (Grunenthal Ltd);Zydol Sr 200Mg Tablets Grunenthal Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
36851;1543730.0;Elleste Solo MX 40 transdermal patches (Meda Pharmaceutic...;Elleste Solo Mx 40 Transdermal Patches Meda Pharmaceutic...;1543730.0;IN;6373.0;levonorgestrel;['G03AC03', 'G03AD01']
36854;904421.0;FOSAMAX TAB 10;Fosamax Tab 10;904421.0;PIN;236083.0;alendronic acid;['M05BA04']
36856;596932.0;Cymbalta 30mg gastro-resistant capsules (Eli Lilly and Company Ltd);Cymbalta 30Mg Gastro-Resistant Capsules Eli Lilly And Company Ltd;596932.0;IN;72625.0;duloxetine;['N06AX21']
36860;251154.0;EXOCIN eye drp 0.3%;Exocin Eye Drp 0.3%;251154.0;IN;2418.0;cholecalciferol;['A11CC05']
36862;224918.0;MIRAPEXIN pro rel tab 520micrograms;Mirapexin Pro Rel Tab 520Micrograms;224918.0;IN;8761.0;propantheline;['A03AB05']
36867;855635.0;VOLTAROL PAIN-EZE EMULGEL gel 1.16%;Voltarol Pain-Eze Emulgel Gel 1.16%;855635.0;IN;3355.0;diclofenac;['D11AX18', 'M01AB05', 'M02AA15', 'S01BC03']
36874;152923.0;ZOCOR TAB 40mg;Zocor Tab 40Mg;152923.0;IN;36567.0;simvastatin;['C10AA01']
36876;799040.0;AIROMIR 100 CFC-free Autohaler;Airomir 100 Cfc-Free Autohaler;799040.0;IN;274964.0;ciclesonide;['R01AD13', 'R03BA08']
36877;581662.0;Hytrin 2mg Tablet (Abbott Laboratories Ltd);Hytrin 2Mg Tablet Abbott Laboratories Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
36883;1797931.0;RHINOCORT AQUA 100mcg nas spry;Rhinocort Aqua 100Mcg Nas Spry;1797931.0;IN;19831.0;budesonide;['A07EA06', 'D07AC09', 'R01AD05', 'R03BA02']
36889;209990.0;Comfasure catheter retainer strap adult AD3403 (Bard Ltd);Comfasure Catheter Retainer Strap Adult Ad3403 Bard Ltd;209990.0;IN;10223.0;sulfur;['D10AB02']
36914;1182888.0;Orabase paste [CONVATEC] S103;Orabase Paste Convatec S103;1182888.0;IN;1399.0;benzocaine;['C05AD03', 'D04AB04', 'N01BA05', 'R02AD01']
36915;1182888.0;Orabase paste [CONVATEC] S104;Orabase Paste Convatec S104;1182888.0;IN;1399.0;benzocaine;['C05AD03', 'D04AB04', 'N01BA05', 'R02AD01']
36916;1094908.0;HAY-CROM AQUEOUS EYE DROPS DRO 2%;Hay-Crom Aqueous Eye Drops Dro 2%;1094908.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
36916;1094908.0;HAY-CROM AQUEOUS EYE DROPS DRO 2%;Hay-Crom Aqueous Eye Drops Dro 2%;1094908.0;PIN;7983.0;penicillin G procaine;['J01CE09']
36917;545890.0;Conform 2 Flex Wear Adhesive fla 55 [HOLLISTER] 35600;Conform 2 Flex Wear Adhesive Fla 55 Hollister 35600;545890.0;IN;161.0;acetaminophen;['N02BE01']
36922;285140.0;Absorbian sach [BULLEN] UFAS-01;Absorbian Sach Bullen Ufas-01;285140.0;IN;1596.0;bisacodyl;['A06AB02', 'A06AG02']
36927;751890.0;Portia Polythene ring pessary 80mm [BRAY];Portia Polythene Ring Pessary 80Mm Bray;751890.0;IN;4124.0;ethinyl estradiol;['G03CA01', 'L02AA03']
36927;751890.0;Portia Polythene ring pessary 80mm [BRAY];Portia Polythene Ring Pessary 80Mm Bray;751890.0;MIN;214558.0;ethinyl estradiol / levonorgestrel;['G03AA07', 'G03AA08', 'G03AB03']
36931;892798.0;Adcortyl In Orabase for Mouth Ulcer 0.1% oromucosal paste (Bristol-Myers Squibb Pharmaceuticals Ltd);Adcortyl In Orabase For Mouth Ulcer 0.1% Oromucosal Paste Bristol-Myers Squibb Pharmaceuticals Ltd;892798.0;IN;1399.0;benzocaine;['C05AD03', 'D04AB04', 'N01BA05', 'R02AD01']
36945;1486875.0;Ostagel skin cleanser [CLINIMED] 8801;Ostagel Skin Cleanser Clinimed 8801;1486875.0;IN;2582.0;clindamycin;['D10AF01', 'G01AA10', 'J01FF01']
36948;142002.0;Systane 0.2% eye drops 0.8ml unit dose preservative free (Alcon Laboratories (UK) Ltd);Systane 0.2% Eye Drops 0.8Ml Unit Dose Preservative Free Alcon Laboratories Uk Ltd;142002.0;IN;27334.0;hypromellose;['S01KA02']
36949;876980.0;Aveeno bath oil [BIOGLAN];Aveeno Bath Oil Bioglan;876980.0;IN;324072.0;dimethicone;['P03AX05']
36958;1300889.0;BETNOVATE RD 0.025% 100g oint;Betnovate Rd 0.025% 100G Oint;1300889.0;IN;1992.0;capsaicin;['M02AB01', 'N01BX04']
36963;412723.0;Hyoscine butylbromide 20mg/1ml solution for injection amp...;Hyoscine Butylbromide 20Mg 1Ml Solution For Injection Amp...;412723.0;IN;9601.0;scopolamine;['A04AD01', 'N05CM05', 'S01FA02']
36970;1182888.0;Orabase s104 Paste (ConvaTec Ltd);Orabase S104 Paste Convatec Ltd;1182888.0;IN;1399.0;benzocaine;['C05AD03', 'D04AB04', 'N01BA05', 'R02AD01']
36973;2043457.0;Ostoclenz no rinse skin cleansing gel Gel (OstoMart Ltd);Ostoclenz No Rinse Skin Cleansing Gel Gel Ostomart Ltd;2043457.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
36975;199129.0;Coloplast OAD deodorant 36mls [COLOPLAST] 1523;Coloplast Oad Deodorant 36Mls Coloplast 1523;199129.0;IN;20877.0;chloroxylenol;['D08AE05']
36990;199129.0;Coloplast strip paste [COLOPLAST] 2655;Coloplast Strip Paste Coloplast 2655;199129.0;IN;20877.0;chloroxylenol;['D08AE05']
36992;385619.0;Zotepine 100mg tablets;Zotepine 100Mg Tablets;385619.0;IN;40003.0;zotepine;['N05AX11']
36997;751890.0;Portia ring pessary 7.5mm thick, 77mm diameter, polythene...;Portia Ring Pessary 7.5Mm Thick 77Mm Diameter Polythene...;751890.0;IN;4124.0;ethinyl estradiol;['G03CA01', 'L02AA03']
36997;751890.0;Portia ring pessary 7.5mm thick, 77mm diameter, polythene...;Portia Ring Pessary 7.5Mm Thick 77Mm Diameter Polythene...;751890.0;MIN;214558.0;ethinyl estradiol / levonorgestrel;['G03AA07', 'G03AA08', 'G03AB03']
37000;1167118.0;Gaviscon Liquid (Aniseed);Gaviscon Liquid Aniseed;1167118.0;IN;29155.0;magnesium carbonate;['A02AA01', 'A06AD01']
37000;1167118.0;Gaviscon Liquid (Aniseed);Gaviscon Liquid Aniseed;1167118.0;MIN;1029441.0;aluminum hydroxide / magnesium carbonate;['A02AD03']
37019;808520.0;Coracten SR 20mg capsules (UCB Pharma Ltd);Coracten Sr 20Mg Capsules Ucb Pharma Ltd;808520.0;IN;797541.0;isopropyl alcohol;['D08AX05']
37025;581662.0;Physiotens 400microgram tablets (BGP Products Ltd);Physiotens 400Microgram Tablets Bgp Products Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37039;1654910.0;PULMICOR TURBOHALE breat act pwd inh 100micrograms/actuation;Pulmicor Turbohale Breat Act Pwd Inh 100Micrograms Actuation;1654910.0;IN;253182.0;insulin, regular, human;['A10AB01', 'A10AC01', 'A10AD01', 'A10AE01', 'A10AF01']
37041;1999003.0;KNEECAP CLASS II SUPERLASTIK;Kneecap Class Ii Superlastik;1999003.0;IN;1999003.0;angiotensin II;['C01CX09']
37044;215760.0;Saline Steripoules nebuliser liquid 2.5ml unit dose vials (Galen Ltd);Saline Steripoules Nebuliser Liquid 2.5Ml Unit Dose Vials Galen Ltd;215760.0;IN;9863.0;sodium chloride;['A12CA01', 'B05CB01', 'B05XA03']
37055;808520.0;AS Saliva Orthana artificial saliva oral spray [AS PHARMA];As Saliva Orthana Artificial Saliva Oral Spray As Pharma;808520.0;IN;797541.0;isopropyl alcohol;['D08AX05']
37058;849052.0;Lamictal 50mg tablets (GlaxoSmithKline UK Ltd);Lamictal 50Mg Tablets Glaxosmithkline Uk Ltd;849052.0;IN;28439.0;lamotrigine;['N03AX09']
37059;315369.0;AMOXYCILLIN SYR 250mg;Amoxycillin Syr 250Mg;315369.0;IN;723.0;amoxicillin;['J01CA04']
37063;581662.0;Palladone SR 16mg capsules (Napp Pharmaceuticals Ltd);Palladone Sr 16Mg Capsules Napp Pharmaceuticals Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37070;203302.0;SUDAFED PLUS SYR;Sudafed Plus Syr;203302.0;IN;8896.0;pseudoephedrine;['R01BA02']
37078;200010.0;GYNO-DAKTARIN WITH A CRE 2;Gyno-Daktarin With A Cre 2;200010.0;IN;324072.0;dimethicone;['P03AX05']
37096;998740.0;Medisense Optium Plus biosensor strip(s);Medisense Optium Plus Biosensor Strip S;998740.0;IN;36387.0;sennosides, USP;['A06AB06']
37096;998740.0;Medisense Optium Plus biosensor strip(s);Medisense Optium Plus Biosensor Strip S;998740.0;PIN;71722.0;docusate sodium;['A06AA02']
37101;866438.0;ISOTARD 50 XL mr tab 50mg;Isotard 50 Xl Mr Tab 50Mg;866438.0;IN;6918.0;metoprolol;['C07AB02']
37102;104378.0;ZESTRIL tabs 20mg;Zestril Tabs 20Mg;104378.0;IN;29046.0;lisinopril;['C09AA03']
37103;196496.0;ASACOL TAB 400;Asacol Tab 400;196496.0;IN;52582.0;mesalamine;['A07EC02']
37123;308753.0;PROZIERE TAB 5mg;Proziere Tab 5Mg;308753.0;IN;1596.0;bisacodyl;['A06AB02', 'A06AG02']
37133;581662.0;Fencino 50micrograms/hour transdermal patches (Ethypharm UK Ltd);Fencino 50Micrograms Hour Transdermal Patches Ethypharm Uk Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37136;891522.0;MAXOLON SR caps 15mg;Maxolon Sr Caps 15Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
37141;581662.0;Grazax 75,000 SQ-T oral lyophilisates (ALK-Abello Ltd);Grazax 75 000 Sq-T Oral Lyophilisates Alk-Abello Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37146;208328.0;RETIN-A FORTE 0.025% JEL 0.02%;Retin-A Forte 0.025% Jel 0.02%;208328.0;IN;10753.0;tretinoin;['D10AD01', 'L01XF01']
37147;106258.0;E45 emollient wash cream (Forum Health Products Ltd);E45 Emollient Wash Cream Forum Health Products Ltd;106258.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
37150;1251411.0;TRAXAM-50G 3% gel;Traxam-50G 3% Gel;1251411.0;IN;272.0;activated charcoal;['A07BA01']
37154;581662.0;Bupeaze 52.5micrograms/hour transdermal patches (Dr Reddy...;Bupeaze 52.5Micrograms Hour Transdermal Patches Dr Reddy...;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37165;152698.0;Mobic 15mg tablets (Boehringer Ingelheim Ltd);Mobic 15Mg Tablets Boehringer Ingelheim Ltd;152698.0;IN;41493.0;meloxicam;['M01AC06']
37174;151363.0;ANUSOL HC OIN;Anusol Hc Oin;151363.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
37176;7980.0;Simpla G-Strap abdominal 383003 90cm (Coloplast Ltd);Simpla G-Strap Abdominal 383003 90Cm Coloplast Ltd;7980.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
37191;581662.0;Univer 120mg modified-release capsules (Cephalon UK Ltd);Univer 120Mg Modified-Release Capsules Cephalon Uk Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37194;901038.0;POLYTAR PLUS SHAMPOO LIQ;Polytar Plus Shampoo Liq;901038.0;IN;10169.0;sulfacetamide;['D10AF06', 'S01AB04']
37204;215393.0;Coloplast Brava lubricating deodorant 12061 (Coloplast Ltd);Coloplast Brava Lubricating Deodorant 12061 Coloplast Ltd;215393.0;IN;27169.0;leflunomide;['L04AA13']
37217;993545.0;Venlalic XL 150mg tablets (Dallas Burston Ashbourne Ltd);Venlalic Xl 150Mg Tablets Dallas Burston Ashbourne Ltd;993545.0;IN;42347.0;bupropion;['N06AX12']
37219;240559.0;Duragel Gel 2 %;Duragel Gel 2 %;240559.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
37221;142001.0;Hypromellose 1% eye drops;Hypromellose 1% Eye Drops;142001.0;IN;27334.0;hypromellose;['S01KA02']
37223;748368.0;Panoxyl 10% Wash (Stiefel Laboratories (UK) Ltd);Panoxyl 10% Wash Stiefel Laboratories Uk Ltd;748368.0;IN;1418.0;benzoyl peroxide;['D10AE01']
37244;809309.0;PANOXYL 5 lotion 5%;Panoxyl 5 Lotion 5%;809309.0;IN;1418.0;benzoyl peroxide;['D10AE01']
37248;1191264.0;TRI-ADCORTYL cream 30g;Tri-Adcortyl Cream 30G;1191264.0;IN;10753.0;tretinoin;['D10AD01', 'L01XF01']
37248;1191264.0;TRI-ADCORTYL cream 30g;Tri-Adcortyl Cream 30G;1191264.0;PIN;4461.0;fluocinolone acetonide;['C05AA10', 'D07AC04', 'S01BA15', 'S02BA08']
37250;106258.0;Dermacolor camouflage creme D071 (Kryolan UK Ltd);Dermacolor Camouflage Creme D071 Kryolan Uk Ltd;106258.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
37257;856571.0;HALF-INDERAL LA CAPSULES 80 MG;Half-Inderal La Capsules 80 Mg;856571.0;IN;8787.0;propranolol;['C07AA05']
37260;202562.0;PanOxyl 5 lotion (Stiefel Laboratories (UK) Ltd);Panoxyl 5 Lotion Stiefel Laboratories Uk Ltd;202562.0;IN;1418.0;benzoyl peroxide;['D10AE01']
37263;206978.0;NIZORAL DANDRUFF SHA 2;Nizoral Dandruff Sha 2;206978.0;IN;6135.0;ketoconazole;['D01AC08', 'G01AF11', 'H02CA03', 'J02AB02']
37275;94516.0;Vermox 100mg chewable tablets (Janssen-Cilag Ltd);Vermox 100Mg Chewable Tablets Janssen-Cilag Ltd;94516.0;IN;6672.0;mebendazole;['P02CA01']
37279;581662.0;Olmetec 10mg tablets (Daiichi Sankyo UK Ltd);Olmetec 10Mg Tablets Daiichi Sankyo Uk Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37314;152056.0;ORUVAIL mr cap 200mg;Oruvail Mr Cap 200Mg;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
37318;215568.0;Microle Typ A steril singl use lancet( 0.5mm/28gauge [BAYER];Microle Typ A Steril Singl Use Lancet 0.5Mm 28Gauge Bayer;215568.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
37331;991680.0;LoFric Primo catheter male Tiemann tip 16Ch 9661600 (Astr...;Lofric Primo Catheter Male Tiemann Tip 16Ch 9661600 Astr...;991680.0;IN;10172.0;sulfadimethoxine;['J01ED01']
37335;104783.0;Risperdal 3mg tablets (Janssen-Cilag Ltd);Risperdal 3Mg Tablets Janssen-Cilag Ltd;104783.0;IN;35636.0;risperidone;['N05AX08']
37339;2611703.0;Softclix II lancet-sterile single use 0.4mm/28gauge;Softclix Ii Lancet-Sterile Single Use 0.4Mm 28Gauge;2611703.0;IN;1999003.0;angiotensin II;['C01CX09']
37354;105898.0;NAPROSYN 250mg tabs;Naprosyn 250Mg Tabs;105898.0;IN;7258.0;naproxen;['G02CC02', 'M01AE02', 'M02AA12']
37365;2286295.0;UNIVER sr cap 120mg;Univer Sr Cap 120Mg;2286295.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37368;352771.0;RELAXIT micro-enema;Relaxit Micro-Enema;352771.0;IN;6932.0;miconazole;['A01AB09', 'A07AC01', 'D01AC02', 'G01AF04', 'J02AB01', 'S02AA13']
37379;1094065.0;Combihesiv Natur ski barrier+colla 33-45mm [CONVATEC] S7552;Combihesiv Natur Ski Barrier+Colla 33-45Mm Convatec S7552;1094065.0;PIN;28393.0;lactic acid;['G01AD01']
37396;581662.0;Ostobon deodorising powder 4750 (Coloplast Ltd);Ostobon Deodorising Powder 4750 Coloplast Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
37397;309548.0;Sodium cromoglicate 20mg inhalation powder capsules;Sodium Cromoglicate 20Mg Inhalation Powder Capsules;309548.0;IN;42612.0;cromolyn;['A07EB01', 'D11AH03', 'R01AC01', 'R03BC01', 'S01GX01']
37402;1038791.0;Pelic Sele Conv stand cle ileo 12-40mm ctf [PELICAN] 113412;Pelic Sele Conv Stand Cle Ileo 12-40Mm Ctf Pelican 113412;1038791.0;IN;1378.0;benzalkonium;['D08AJ01', 'D09AA11', 'R02AA16']
37409;199138.0;EPILIM 200 E/C TAB 200;Epilim 200 E C Tab 200;199138.0;IN;11256.0;vitamin E;['A11HA03']
37410;4451.0;CHAMPIX FC tab 500 micrograms;Champix Fc Tab 500 Micrograms;4451.0;IN;4451.0;flucytosine;['D01AE21', 'J02AX01']
37412;215493.0;Fulcionel AR 20cm depth support belt medium [CUI (INT)] F552;Fulcionel Ar 20Cm Depth Support Belt Medium Cui Int F552;215493.0;IN;42319.0;nizatidine;['A02BA04']
37416;220347.0;Airomir 100micrograms/dose Autohaler (Teva UK Ltd);Airomir 100Micrograms Dose Autohaler Teva Uk Ltd;220347.0;IN;4179.0;etoposide;['L01CB01']
37418;199413.0;VISCOTEARS EYE DRP 2MG/G;Viscotears Eye Drp 2Mg G;199413.0;IN;281.0;acyclovir;['D06BB03', 'J05AB01', 'S01AD03']
37419;1115877.0;Adcal-D3 Dissolve 1500mg/400unit effervescent tablets (ProSt;Adcal-D3 Dissolve 1500Mg 400Unit Effervescent Tablets Prost;1115877.0;IN;2418.0;cholecalciferol;['A11CC05']
37420;215431.0;Accrete D3 tablets (Aspire Pharma Ltd);Accrete D3 Tablets Aspire Pharma Ltd;215431.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
37423;9793.0;Pelican , nn-rtrn vlv+tap ndb 2 [PELICAN] 133200;Pelican Nn-Rtrn Vlv+Tap Ndb 2 Pelican 133200;9793.0;IN;9793.0;silver sulfadiazine;['D06BA01']
37433;1653196.0;HUMAN MIXTARD 20 PENFILL 100 iu/ml;Human Mixtard 20 Penfill 100 Iu Ml;1653196.0;IN;51428.0;insulin aspart, human;['A10AB05', 'A10AD05']
37440;859749.0;Crestor 10mg tablets (AstraZeneca UK Ltd);Crestor 10Mg Tablets Astrazeneca Uk Ltd;859749.0;IN;301542.0;rosuvastatin;['C10AA07']
37445;258353.0;Furadantin 50mg tablets (AMCo);Furadantin 50Mg Tablets Amco;258353.0;IN;7454.0;nitrofurantoin;['J01XE01']
37449;903859.0;Mestinon 60mg tablets (Meda Pharmaceuticals Ltd);Mestinon 60Mg Tablets Meda Pharmaceuticals Ltd;903859.0;IN;9000.0;pyridostigmine;['N07AA02']
37456;2563976.0;"MIXTARD 30 INNOLET inj 30:70; 100u/ml";"Mixtard 30 Innolet Inj 30:70; 100U Ml";2563976.0;IN;274783.0;insulin glargine;['A10AE04']
37466;1597132.0;Testim 50mg gel (Ferring Pharmaceuticals Ltd);Testim 50Mg Gel Ferring Pharmaceuticals Ltd;1597132.0;IN;10379.0;testosterone;['G03BA03']
37483;1090846.0;Mediv Plu Cla 2 ope toe bel kne stock size 3 [MEDI] 201/iii;Mediv Plu Cla 2 Ope Toe Bel Kne Stock Size 3 Medi 201 Iii;1090846.0;IN;1919.0;calcium phosphate;['A12AA01']
37484;1299655.0;Acti circul kni clos toe thi stocki medium [ACTIVA] Class 1;Acti Circul Kni Clos Toe Thi Stocki Medium Activa Class 1;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
37487;2044973.0;Mesorb abs cell dres+fl rep 10cm x 10cm [MOLNLYCKE];Mesorb Abs Cell Dres+Fl Rep 10Cm X 10Cm Molnlycke;2044973.0;IN;1986438.0;tisagenlecleucel;['L01XL04']
37530;855635.0;Voltarol Ophtha 0.1% eye drops 0.3ml unit dose (Thea Pharmaceuticals Ltd);Voltarol Ophtha 0.1% Eye Drops 0.3Ml Unit Dose Thea Pharmaceuticals Ltd;855635.0;IN;3355.0;diclofenac;['D11AX18', 'M01AB05', 'M02AA15', 'S01BC03']
37533;198590.0;CO-DANTHRUSATE susp 50mg+60mg;Co-Danthrusate Susp 50Mg+60Mg;198590.0;IN;21406.0;ubidecarenone;['C01EB09']
37534;215493.0;AXID 300mg capsules;Axid 300Mg Capsules;215493.0;IN;42319.0;nizatidine;['A02BA04']
37535;151177.0;NITROLINGUAL SPRAY;Nitrolingual Spray;151177.0;IN;4917.0;nitroglycerin;['C01DA02', 'C05AE01']
37547;105930.0;FELDENE CAPS 20MG;Feldene Caps 20Mg;105930.0;IN;8356.0;piroxicam;['M01AC01', 'M02AA07', 'S01BC06']
37564;331711.0;CILAZAPRIL tabs 2.5mg;Cilazapril Tabs 2.5Mg;331711.0;IN;21102.0;cilazapril;['C09AA08']
37567;564251.0;Naprosyn EC 375mg tablets (Roche Products Ltd);Naprosyn Ec 375Mg Tablets Roche Products Ltd;564251.0;IN;7258.0;naproxen;['G02CC02', 'M01AE02', 'M02AA12']
37572;153668.0;VaPro hydrophilic catheter male 10Ch 72104 40cm (Holliste...;Vapro Hydrophilic Catheter Male 10Ch 72104 40Cm Holliste...;153668.0;IN;83818.0;irbesartan;['C09CA04']
37574;1094065.0;Combihesiv Natur ski barrier+colla 22-33mm [CONVATEC] S7551;Combihesiv Natur Ski Barrier+Colla 22-33Mm Convatec S7551;1094065.0;PIN;28393.0;lactic acid;['G01AD01']
37576;991680.0;LoFric Primo catheter male 10Ch 9601000 (Wellspect HealthCare);Lofric Primo Catheter Male 10Ch 9601000 Wellspect Healthcare;991680.0;IN;10172.0;sulfadimethoxine;['J01ED01']
37578;2554102.0;Jobst Elvarex Class 2 soft gauntle wris [BSN MED] AC1-WF-WT;Jobst Elvarex Class 2 Soft Gauntle Wris Bsn Med Ac1-Wf-Wt;2554102.0;IN;1991302.0;semaglutide;['A10BJ06']
37599;1234585.0;NEO-MERCAZOLE 5 TAB 5mg;Neo-Mercazole 5 Tab 5Mg;1234585.0;IN;8163.0;phenylephrine;['C01CA06', 'R01AA04', 'R01AB01', 'R01BA03', 'S01FB01', 'S01GA05']
37604;249220.0;INSULIN HUMAN INSULATARD INJ 100I/U;Insulin Human Insulatard Inj 100I U;249220.0;IN;253182.0;insulin, regular, human;['A10AB01', 'A10AC01', 'A10AD01', 'A10AE01', 'A10AF01']
37614;2467736.0;Voltarol Pain-eze 1.16% Emulgel (GlaxoSmithKline Consumer Healthcare);Voltarol Pain-Eze 1.16% Emulgel Glaxosmithkline Consumer Healthcare;2467736.0;IN;2623.0;clotrimazole;['A01AB18', 'D01AC01', 'G01AF02']
37619;198683.0;Dextrogel 40% gel (Neoceuticals Ltd);Dextrogel 40% Gel Neoceuticals Ltd;198683.0;IN;4850.0;glucose;['B05CX01', 'V04CA02', 'V06DC01']
37622;151390.0;ATROVENT UDVs neb soln 250micrograms/1ml;Atrovent Udvs Neb Soln 250Micrograms 1Ml;151390.0;PIN;203212.0;ipratropium bromide;['R01AX03', 'R03BB01']
