original_rxcui,variable,rxcui,name
1797870,PIN,30145,mometasone furoate
863622,PIN,54251,oxybutynin chloride
1926601,PIN,1362,diphenhydramine hydrochloride
202888,PIN,1000112,medroxyprogesterone acetate
1797933,PIN,50121,fluticasone propionate
1233290,PIN,7982,penicillin G benzathine
1294255,PIN,57555,pramoxine hydrochloride
1248129,PIN,71722,docusate sodium
1426680,PIN,1426680,"immunoglobulin G, human"
1801240,PIN,10761,triamcinolone acetonide
34693,PIN,1663407,"propylene glycol, (S)-"
1010035,PIN,142440,lidocaine hydrochloride
861206,PIN,39171,brimonidine tartrate
992530,PIN,235838,terbinafine hydrochloride
992819,PIN,235428,homatropine hydrobromide
834102,PIN,203195,penicillin V potassium
750839,PIN,24351,erythromycin stearate
1358207,PIN,1314368,medronic acid
2389317,PIN,1657228,influenza B virus B/Phuket/3073/2013 antigen
91170,PIN,1426902,dihydro-alpha-ergocryptine mesylate
1424872,PIN,1014329,chlophedianol hydrochloride
1421461,PIN,31983,norethindrone acetate
1011854,PIN,142440,lidocaine hydrochloride
2566799,PIN,20791,chlorhexidine gluconate
1369775,PIN,8164,phenylephrine hydrochloride
829647,PIN,317841,dl-alpha tocopheryl acetate
114398,PIN,21245,clobetasol propionate
1370772,PIN,103468,hydrocortisone butyrate
1368963,PIN,1014329,chlophedianol hydrochloride
6400,PIN,6400,linoleic acid
1049382,PIN,1379,benzalkonium chloride
1657681,PIN,2588217,"hepatitis B surface antigen (isoform L), recombinant"
2610328,PIN,2470232,"SARS-CoV-2 (COVID-19) vaccine, mRNA-1273"
6387,PIN,1299236,lidocaine hydrochloride anhydrous
202866,PIN,82047,metronidazole hydrochloride
204346,PIN,8164,phenylephrine hydrochloride
1049529,PIN,91168,pseudoephedrine hydrochloride
1797917,PIN,1348,beclomethasone dipropionate
8727,PIN,259409,"progesterone, micronized"
2596,PIN,142431,clomiphene citrate
1291103,PIN,27197,hydrocortisone acetate
2231,PIN,1299782,cephalexin anhydrous
3634,PIN,142133,dothiepin hydrochloride
201882,PIN,235559,"nitrofurantoin, macrocrystals"
995666,PIN,82041,meclizine hydrochloride
220003,PIN,20791,chlorhexidine gluconate
241834,PIN,236077,"cyclosporine, modified"
1191264,PIN,4461,fluocinolone acetonide
979444,PIN,6804,metaproterenol sulfate
1363309,PIN,142429,chlorpheniramine maleate
311026,PIN,253181,"insulin isophane, human"
1116540,PIN,9881,sodium hypochlorite
190283,PIN,236495,tamsulosin hydrochloride
352652,PIN,227778,proparacaine hydrochloride
851054,PIN,56501,sodium monofluorophosphate
2837,PIN,2200143,copper Cu-64
2462801,PIN,1379,benzalkonium chloride
830847,PIN,203211,diltiazem hydrochloride
898492,PIN,2475861,collagenase clostridium histolyticum-aaes
2101501,PIN,1297880,camphor oil
1300447,PIN,1300447,hypromellose 2208 (4000 CPS)
203600,PIN,80566,allopurinol sodium
1090443,PIN,142429,chlorpheniramine maleate
1243283,PIN,142440,lidocaine hydrochloride
203354,PIN,30236,morphine sulfate
1046611,PIN,82054,naphazoline hydrochloride
1726988,PIN,1726987,sugammadex sodium
797752,PIN,2588217,"hepatitis B surface antigen (isoform L), recombinant"
58927,PIN,104416,amlodipine besylate
2449,PIN,1425419,choline C-11
1085767,PIN,10761,triamcinolone acetonide
1089990,PIN,1379,benzalkonium chloride
220684,PIN,29652,methenamine hippurate
1043249,PIN,57983,tetrahydrozoline hydrochloride
535,PIN,991743,"alpha 1-proteinase inhibitor, human"
1048452,PIN,104485,colestipol hydrochloride
352845,PIN,317841,dl-alpha tocopheryl acetate
645943,PIN,24346,erythromycin gluceptate
1091,PIN,1010241,arginine aminobenzoate
1809416,PIN,1426680,"immunoglobulin G, human"
2468239,PIN,1300180,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated"
1358781,PIN,31983,norethindrone acetate
142407,PIN,1307765,calcium ascorbate anhydrous
1093060,PIN,142431,clomiphene citrate
311048,PIN,253181,"insulin isophane, human"
199442,PIN,1851,butylscopolamine bromide
1305205,PIN,1046243,alpha-tocopherol acetate
1191319,PIN,4461,fluocinolone acetonide
1044977,PIN,1426597,"panthenol triacetate, (+)-"
68373,PIN,203214,diclofenac sodium
1305547,PIN,1989495,titanium carbide
1014651,PIN,71534,triprolidine hydrochloride
904421,PIN,236083,alendronic acid
1037184,PIN,31983,norethindrone acetate
2123190,PIN,2123180,romosozumab-aqqg
7980,PIN,203133,penicillin G potassium
40070,PIN,40070,dextrothyroxine sodium
215673,PIN,142144,betaxolol hydrochloride
828362,PIN,27197,hydrocortisone acetate
966536,PIN,1348,beclomethasone dipropionate
6553,PIN,6553,lisuride maleate
1737757,PIN,142440,lidocaine hydrochloride
999622,PIN,42836,oxyquinoline sulfate
1366116,PIN,11417,bacitracin zinc
2369353,PIN,2369353,allo-2-hydroxycitric acid
856483,PIN,82084,propranolol hydrochloride
2181304,PIN,54828,dexchlorpheniramine maleate
1797511,PIN,20791,chlorhexidine gluconate
1299659,PIN,10989,undecylenic acid
221108,PIN,221108,"insulin isophane, pork"
1011814,PIN,142440,lidocaine hydrochloride
895989,PIN,50121,fluticasone propionate
992775,PIN,42790,miconazole nitrate
562108,PIN,3538,cromolyn sodium
1053207,PIN,40036,benzethonium chloride
356728,PIN,46043,alfuzosin hydrochloride
830883,PIN,203211,diltiazem hydrochloride
1190801,PIN,153971,atropine sulfate
966811,PIN,221142,pirbuterol acetate
861510,PIN,21245,clobetasol propionate
607868,PIN,1297771,dextrose hydrous
1043704,PIN,266959,pheniramine maleate
1251208,PIN,20791,chlorhexidine gluconate
1116154,PIN,11417,bacitracin zinc
991060,PIN,152021,dicyclomine hydrochloride
1298738,PIN,1298738,camphor (natural)
1094498,PIN,1851,butylscopolamine bromide
107129,PIN,107129,sterile water
2358,PIN,133054,chlorhexidine diacetate
90735,PIN,90735,coal tar extract
82003,PIN,1534779,di-n-octyl sodium sulfosuccinate
966765,PIN,1348,beclomethasone dipropionate
979092,PIN,153972,hydroxychloroquine sulfate
1547777,PIN,91189,tetracaine hydrochloride
996757,PIN,142445,promethazine hydrochloride
966629,PIN,1348,beclomethasone dipropionate
2356,PIN,203173,chlordiazepoxide hydrochloride
28874,PIN,153971,atropine sulfate
2168083,PIN,10761,triamcinolone acetonide
1085554,PIN,10989,undecylenic acid
1729086,PIN,1729084,simoctocog alfa
1300779,PIN,1300779,"Japanese encephalitis virus vaccine Nakayama-NIH strain, inactivated"
327148,PIN,236216,formoterol fumarate
1148138,PIN,1294605,icatibant acetate
1046867,PIN,56501,sodium monofluorophosphate
218248,PIN,237082,rizatriptan benzoate
1358619,PIN,155323,methylprednisolone acetate
1790650,PIN,102490,dextromethorphan hydrobromide
1809525,PIN,1426680,"immunoglobulin G, human"
617716,PIN,203137,selegiline hydrochloride
202817,PIN,236077,"cyclosporine, modified"
153358,PIN,39171,brimonidine tartrate
9853,PIN,1483727,sodium Na-22
1089997,PIN,20791,chlorhexidine gluconate
3288,PIN,221088,dextroamphetamine saccharate
1797915,PIN,10761,triamcinolone acetonide
2123234,PIN,57983,tetrahydrozoline hydrochloride
224949,PIN,4461,fluocinolone acetonide
1052943,PIN,57983,tetrahydrozoline hydrochloride
2584849,PIN,42892,sodium hyaluronate
367398,PIN,4461,fluocinolone acetonide
377618,PIN,57555,pramoxine hydrochloride
835913,PIN,82130,mefloquine hydrochloride
991149,PIN,218337,methadone hydrochloride
25138,PIN,57789,fluorescein sodium
865143,PIN,203207,fluphenazine hydrochloride
261469,PIN,20033,caffeine citrate
2109620,PIN,1300180,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated"
1928864,PIN,203180,epinephrine bitartrate
203594,PIN,235483,hydrocortisone sodium succinate
1112246,PIN,91168,pseudoephedrine hydrochloride
2479835,PIN,2479830,"SARS-COV-2 (COVID-19) vaccine, vector - Ad26"
1053188,PIN,1379,benzalkonium chloride
7514,PIN,31983,norethindrone acetate
1038856,PIN,1379,benzalkonium chloride
92880,PIN,221108,"insulin isophane, pork"
991086,PIN,152021,dicyclomine hydrochloride
1093073,PIN,142431,clomiphene citrate
217956,PIN,235838,terbinafine hydrochloride
1000405,PIN,31983,norethindrone acetate
991323,PIN,28393,lactic acid
1001066,PIN,106101,oxymetazoline hydrochloride
895697,PIN,50121,fluticasone propionate
1372298,PIN,8164,phenylephrine hydrochloride
1102202,PIN,1918,calcium pantothenate
324026,PIN,236474,fexofenadine hydrochloride
55018,PIN,2475957,potassium phosphate dibasic trihydrate
1797913,PIN,10761,triamcinolone acetonide
884749,PIN,144450,docosahexaenoic acid
1010755,PIN,142440,lidocaine hydrochloride
217243,PIN,236875,tiagabine hydrochloride
202368,PIN,66955,vancomycin hydrochloride
605659,PIN,17611,aluminum chloride hexahydrate
1250685,PIN,82038,loperamide hydrochloride
2391568,PIN,221141,phenyltoloxamine citrate
1000736,PIN,82101,sulfacetamide sodium
543651,PIN,82101,sulfacetamide sodium
1304278,PIN,1304278,"influenza B virus vaccine, B-Texas-6-2011, inactivated"
20027,PIN,42676,ergotamine tartrate
1251763,PIN,2287,cetylpyridinium chloride
904534,PIN,9872,etidronate disodium
1191307,PIN,4461,fluocinolone acetonide
9796,PIN,1299921,dimethicone 410
1006689,PIN,82101,sulfacetamide sodium
966675,PIN,1348,beclomethasone dipropionate
1541750,PIN,1541749,polyglycerol polyricinoleic acid
1304853,PIN,142427,brompheniramine maleate
2177398,PIN,1657228,influenza B virus B/Phuket/3073/2013 antigen
1370451,PIN,1926208,ammonium alginate
3640,PIN,1545992,doxycycline anhydrous
311192,PIN,28004,isosorbide mononitrate
220590,PIN,28393,lactic acid
1012762,PIN,203185,mepivacaine hydrochloride
1049630,PIN,1362,diphenhydramine hydrochloride
2001262,PIN,2001252,pitavastatin magnesium
904419,PIN,236083,alendronic acid
1000134,PIN,1000112,medroxyprogesterone acetate
2177394,PIN,1657228,influenza B virus B/Phuket/3073/2013 antigen
1000486,PIN,1000112,medroxyprogesterone acetate
363347,PIN,835827,testosterone cypionate
19143,PIN,2373651,"beta-carotene, (9Z)-"
4986,PIN,283550,choriogonadotropin alfa
1046243,PIN,1046243,alpha-tocopherol acetate
54251,PIN,54251,oxybutynin chloride
828364,PIN,27197,hydrocortisone acetate
203191,PIN,203191,metoprolol tartrate
2109619,PIN,1300180,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated"
835925,PIN,236077,"cyclosporine, modified"
151890,PIN,82084,propranolol hydrochloride
203355,PIN,30236,morphine sulfate
1085756,PIN,10761,triamcinolone acetonide
202975,PIN,1545992,doxycycline anhydrous
1494599,PIN,1362,diphenhydramine hydrochloride
1087395,PIN,91603,"tetanus immune globulin, human"
1190911,PIN,235600,diphtheria toxoid adsorbed
4327,PIN,236767,fendiline hydrochloride
29209,PIN,1427053,"malic acid, L-"
151651,PIN,54251,oxybutynin chloride
2590763,PIN,20791,chlorhexidine gluconate
216161,PIN,31983,norethindrone acetate
281964,PIN,40137,tamoxifen citrate
1191313,PIN,4461,fluocinolone acetonide
756,PIN,81984,clomipramine hydrochloride
8723,PIN,8724,proflavine hemisulfate
998483,PIN,42790,miconazole nitrate
52147,PIN,103468,hydrocortisone butyrate
1995546,PIN,1995538,voretigene neparvovec-rzyl
152867,PIN,253149,eptacog alfa activated
20610,PIN,203150,cetirizine hydrochloride
1735487,PIN,1014329,chlophedianol hydrochloride
2626475,PIN,2626470,allogeneic cultured keratinocytes and dermal fibroblasts in murine collagen-dsat
1364917,PIN,1364917,sodium pidolate
153767,PIN,142428,proguanil hydrochloride
153095,PIN,261716,glucagon (rDNA)
1737568,PIN,142440,lidocaine hydrochloride
358615,PIN,253181,"insulin isophane, human"
2597529,PIN,142440,lidocaine hydrochloride
1045424,PIN,40036,benzethonium chloride
1098199,PIN,1379,benzalkonium chloride
1721299,PIN,1721298,aconitic acid
135118,PIN,237125,sevelamer hydrochloride
83373,PIN,50121,fluticasone propionate
26849,PIN,1939371,hexamidine diisethionate
6805,PIN,6806,metaraminol bitartrate
861377,PIN,660890,sevelamer carbonate
1293874,PIN,57555,pramoxine hydrochloride
2200121,PIN,1362,diphenhydramine hydrochloride
1094104,PIN,203197,phenazopyridine hydrochloride
1299656,PIN,10989,undecylenic acid
904433,PIN,236083,alendronic acid
33746,PIN,33746,piperazine adipate
1177367,PIN,142440,lidocaine hydrochloride
227312,PIN,227312,indigo carmine
2200118,PIN,1362,diphenhydramine hydrochloride
998533,PIN,42790,miconazole nitrate
6313,PIN,225852,leucovorin calcium
1049179,PIN,91168,pseudoephedrine hydrochloride
296,PIN,1306123,adenosine phosphate disodium
1150121,PIN,142440,lidocaine hydrochloride
1306063,PIN,1306062,zinc glycinate citrate
24698,PIN,25102,fludarabine phosphate
2280755,PIN,1657228,influenza B virus B/Phuket/3073/2013 antigen
836368,PIN,203212,ipratropium bromide
1546450,PIN,1311076,radium bromide
245265,PIN,253181,"insulin isophane, human"
855659,PIN,203214,diclofenac sodium
216731,PIN,1299898,calcipotriene hydrate
1426454,PIN,1426842,"immunoglobulin A, human"
1314635,PIN,235355,thiamine hydrochloride
8737,PIN,1426951,"proline, DL-"
1092413,PIN,1362,diphenhydramine hydrochloride
1544873,PIN,102490,dextromethorphan hydrobromide
9603,PIN,9603,scopolamine hydrobromide
835894,PIN,236077,"cyclosporine, modified"
10169,PIN,82101,sulfacetamide sodium
203457,PIN,1362,diphenhydramine hydrochloride
1728800,PIN,30236,morphine sulfate
78903,PIN,1987,capreomycin sulfate
1608499,PIN,142440,lidocaine hydrochloride
1314626,PIN,203164,pyridoxine hydrochloride
1010238,PIN,82101,sulfacetamide sodium
1049667,PIN,91168,pseudoephedrine hydrochloride
1797932,PIN,50121,fluticasone propionate
1992281,PIN,21245,clobetasol propionate
1246306,PIN,236216,formoterol fumarate
826131,PIN,82078,phentermine hydrochloride
8638,PIN,268872,prednisolone sodium metasulphobenzoate
151525,PIN,142431,clomiphene citrate
204182,PIN,82054,naphazoline hydrochloride
10829,PIN,221176,trimethoprim sulfate
215453,PIN,235824,azelastine hydrochloride
2590770,PIN,20791,chlorhexidine gluconate
2177495,PIN,1657228,influenza B virus B/Phuket/3073/2013 antigen
5640,PIN,1429044,"ibuprofen, sodium salt"
1946525,PIN,82110,tramadol hydrochloride
1245271,PIN,1298840,flunisolide hemihydrate
1010671,PIN,142440,lidocaine hydrochloride
135095,PIN,2672,codeine phosphate
1298448,PIN,236558,butenafine hydrochloride
1101446,PIN,23665,doxylamine succinate
202828,PIN,314845,somatropin (recombinant DNA origin)
29164,PIN,1313280,"magnesium phosphate, tribasic, pentahydrate"
1725079,PIN,267396,bupivacaine hydrochloride
27244,PIN,1299925,hydroxyethyl cellulose (2000 CPS at 1%)
9771,PIN,1311243,silicic acid
203441,PIN,3538,cromolyn sodium
1362211,PIN,27197,hydrocortisone acetate
393427,PIN,33688,picosulfate sodium
1012204,PIN,142440,lidocaine hydrochloride
221099,PIN,221099,"coagulation factor IX, human"
1099279,PIN,71722,docusate sodium
1085749,PIN,10761,triamcinolone acetonide
4511,PIN,1300473,sodium folate
746962,PIN,39171,brimonidine tartrate
861448,PIN,21245,clobetasol propionate
1809076,PIN,1426680,"immunoglobulin G, human"
17767,PIN,104416,amlodipine besylate
217717,PIN,82038,loperamide hydrochloride
151889,PIN,82038,loperamide hydrochloride
404640,PIN,56092,methscopolamine bromide
1309726,PIN,1309725,"poly(lactic-co-glycolic acid) (50/50, 0.45-0.6 dL/g inherent viscosity)"
1087964,PIN,12488,hydroxyprogesterone caproate (USP)
6873,PIN,1297402,methylcellulose (4000 CPS)
207791,PIN,235559,"nitrofurantoin, macrocrystals"
27334,PIN,1297881,hypromellose 2906 (50 MPA.S)
235600,PIN,235600,diphtheria toxoid adsorbed
884528,PIN,3287,dextroamphetamine sulfate
1177118,PIN,1348,beclomethasone dipropionate
1311373,PIN,1311372,trehalose dihydrate
448,PIN,1310469,dehydrated alcohol
1085920,PIN,40036,benzethonium chloride
905164,PIN,104123,olsalazine sodium
992457,PIN,142445,promethazine hydrochloride
1296325,PIN,102490,dextromethorphan hydrobromide
2180338,PIN,2180338,influenza A virus A/Indiana/08/2018 (H3N2) antigen
1492940,PIN,1492940,florbetaben f-18
753110,PIN,82137,dalteparin sodium
352618,PIN,1225,hyoscyamine sulfate
1720165,PIN,1300485,"antihemophilic factor, human recombinant residues 743-1636 deleted"
10989,PIN,10989,undecylenic acid
152523,PIN,203136,ranitidine hydrochloride
1043690,PIN,27197,hydrocortisone acetate
11246,PIN,1813433,vitamin A myristate
353067,PIN,203197,phenazopyridine hydrochloride
202877,PIN,10761,triamcinolone acetonide
1427192,PIN,1427192,"ditiocarb, zinc salt"
1005856,PIN,82101,sulfacetamide sodium
2378,PIN,1309399,chlorobutanol hemihydrate
1593132,PIN,1593127,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen
227475,PIN,82128,cilastatin sodium
17305,PIN,56446,sodium alginate
854995,PIN,221171,thonzonium bromide
1243769,PIN,2264114,"thrombin, bovine"
1043658,PIN,266959,pheniramine maleate
47622,PIN,215834,calcium lactate pentahydrate
1298226,PIN,54828,dexchlorpheniramine maleate
1086997,PIN,102490,dextromethorphan hydrobromide
978942,PIN,24395,estradiol valerate
1010673,PIN,142440,lidocaine hydrochloride
966535,PIN,1348,beclomethasone dipropionate
152463,PIN,236065,dorzolamide hydrochloride
1170148,PIN,1362,diphenhydramine hydrochloride
579907,PIN,491498,carboxymethylcellulose sodium
1998774,PIN,1348,beclomethasone dipropionate
362221,PIN,21245,clobetasol propionate
847189,PIN,253181,"insulin isophane, human"
897624,PIN,203138,verapamil hydrochloride
1050077,PIN,1362,diphenhydramine hydrochloride
1115005,PIN,71722,docusate sodium
8096,PIN,203133,penicillin G potassium
992675,PIN,142439,hydrocodone bitartrate
1718952,PIN,491498,carboxymethylcellulose sodium
372611,PIN,142448,liothyronine sodium
2106821,PIN,491498,carboxymethylcellulose sodium
892489,PIN,30236,morphine sulfate
1001569,PIN,40144,levothyroxine sodium
1495080,PIN,20791,chlorhexidine gluconate
995906,PIN,203133,penicillin G potassium
1366933,PIN,1366933,sodium tetrachloroaurate
1043748,PIN,18602,azelaic acid
861006,PIN,235743,metformin hydrochloride
352504,PIN,1426680,"immunoglobulin G, human"
855644,PIN,203214,diclofenac sodium
1300206,PIN,1300180,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated"
