clean_name,rxcui
Ostoguard Barrier Crm Ostomart Rmc1,309916
Schar Gf Biscuit S Udg,863965
Hypoguard Supreme Lancets 0.36Mm 28Gauge Hypoguard Ltd,1251208
Limbo Adult Waterproof Protector Normal Build Thesis Mp80,1293282
Acwy Vax Vaccine Powder And Solvent For Solution For In...,1658241
Crotamiton Cre 10%,106219
Dimotane Plus La Tablet Wyeth Pharmaceuticals,6400
Calcium Resonium Pwdr 99.93%,866485
Polythene Ring Pessary 68Mm Mentor,8519
Nasonex Nasal 120 Dose Spr 50,1797870
Nutilis Complete Stage 1 Liquid Flavour Not Specified,284831
Quellada M Aqueous Liquid 0.5 %,1094908
Humulin M3 Vial Inj Susp 100 Units Ml,311026
Totamol 50Mg Tablet C P Pharmaceuticals Ltd,2632248
Hyoscine Tab 300,9601
Dietary Specialities Gf Wf Pt Baked White Loaf Nutrition,11327
Syringe Standard 1Ml,215502
Neo-Cortef Eye Drops Dominion Pharma,202645
Insulin Hypurin Porcine Isophane Inj 100,221108
Propaderm Cream -,151414
Fragmin Inj Soln 2500Iu 0.2Ml,978727
Clinitar Cre 1%,2264796
Diprosone 0.05% Lotion Merck Sharp & Dohme Ltd,848197
Dermacolor Fixing Powder P1 Charles H Fox Ltd,1484974
Tritace 5Mg Capsules,262418
Ensure Plus Milkshake Style Liquid Raspberry Abbott Labo...,1855514
Neo-Mercazole 5 Tab 5,1234585
Ventolin Conc Soln Inf 5Mg 5Ml,8887
Serevent Accuhaler 60 Dose Inh 50Mcg,866049
Lubri-Sil Aquafil Hydrogel Coated Silicone Catheter Female 16Ch D176116E 10Ml Balloon Bard Ltd,9774
Juxta-Fit Essentials Upper Leg With Knee Piece Lymphoedem...,892610
Xylocaine Jel 2,1010673
Livostin Direct 0.5Mg Ml Eye Drops Mcneil Products Ltd,2054103
Pennsaid Topical Soln 1.5%,967944
Voltarol 1.16% Emulgel P Glaxosmithkline Consumer Health...,8737
Nonoxinol - 9 Contraceptive Crm 2% W V,1788959
Lipantil Micro 267 Capsules Abbott Healthcare Products Ltd,1167604
Ketovite Sf Liq,392038
Betadine Gargle & Mouthwash,1295991
Neosporin Eye Dro,204602
Mediven 95 Class 1 Arm Sleeve Stnd Size 2 Medi 714 Ii,1010769
Sensu Sof Sea Multichamb Max Cle Uro 50Mm Coloplast 11814,94474
Elasticated Viscose Yellow Line Stockinette 10.75Cm X 5M,1305564
Zinc Oin,11416
Pulmicort Refill 200,196487
Liquifilm Tears Eye Drops 1.4 %,1089801
Gppe Neb Soln Combivent Ud Vl 2.5Ml,151539
Fybogel Sugar-Free Gluten-Free Granules 3.5G Orange,1868847
Differin Gel 30G,153183
Peppermint Oil Ec Modified Release Capsules 0.2Ml,33094
Ecostatin Twinpack Pess+Crm,754509
Lustral 50Mg,218118
Dermacolor Camouflage Creme Dm2 2 3 Charles H Fox Ltd,860975
Arachis Oil Enema,18235
Ventolin Nebules 2.5Mg,8887
Slo-Phyllin 250Mg Caps S R,572749
Pregnyl Inj 5000 Iu Ampoule,202637
Peri-Prep Wipe S Salts,1053346
Adhesive Remover Spray,702050
Tenormin L.S. Tab 50,152414
Locoid Crelo 0.1% Topical Emulsion Astellas Pharma Ltd,1370760
Softclix Lancet,1307719
Estradio + Norethisteron Continuou Combined Tab 1Mg + 0.5Mg,249869
Dermacool 2% Cream Pern Consumer Products Ltd,581662
Marol 100Mg Modified-Release Tablets Morningside Healthcare,1041498
Renew Insert Anal Plug Regular 706 Renew Medical Inc,1311288
Gauze Swabs 10Cm X 10Cm Non-Sterile Pk Of 100,1306235
Levodopa With Carbidopa And Entacapone 50Mg + 12.5Mg + 200Mg Tablet,403850
Ecostatin Twin Pack,283100
Corlan Pellets Lozenges 2.5 Mg,1649491
Acyclovir Tab 800,315282
Efcortelan Cre 2.5%,200010
Sodium Cromoglycate Nasal Spray 4 %,3538
Atrovent Forte 40Microgram Inhaler,1173573
Simple Linc Paed,1426478
Daktarin Dual Action Crm 2% W V,867494
Micardis Plus Tabs 80Mg + 12.5Mg,749837
Xylocaine Injection 2% W V,1010673
Cam Lin,1650234
Slozem Caps 120Mg,891522
Tubifast Yellow Line Elas Viscos Stoc 10.75Cmx5M Molnlycke,1999404
Glycerin Sup 1Gm,4910
Invivac Vaccine,798304
Tubifast Elasticated Viscose Stockinette 10.75Cmx5M Molnlycke Health Care Ltd,212429
Lyrica Caps 25Mg,607026
Tri-Adcortyl 30G Cream,1191264
Vitamin B Compound Strong Tablets -,11251
Bolvidon Tab 30Mg,2612543
Engerix B Injection 20 Mcg Ml,1658157
Influenza Inactivated Split Virion Vaccine 0.5,1304278
Modrasone 0.05%W W Cream Dominion Pharma,808520
Gaviscon 250 Tabs Lemon,25655
Activa Leg Ulcer Hosiery Kit 10Mmhg Opn T Com Xxl Activa,1307051
Inview Sheath Extra 97332 32Mm Hollister Ltd,1872070
Adalat Retard Tablets 20 Mg,151131
Ecostatin Cre 1%,200010
Careline Leg 500 Unomedical 45-06-Lvc,892610
Aureomycin Oint 3%,78903
Assura Conseal 1 Piece Plug 35Mmx35Mm Coloplast 1435,251020
Adapt Ceraring Barrier Ring 8815 48Mm X 2.3Mm Hollister ...,1094065
Gyno-Pevaryl 1 Vaginal Pessaries 150Mg Janssen-Cilag Ltd,313138
Actilym Cla 2 Ope Toe Bel Kne Stock Petite Ex Large Activa,1147705
Co-Diovan 80Mg 12.5Mg Tablets Novartis Pharmaceuticals Uk Ltd,809014
Prosys Smpl Prt+Tap Ndb 2 Clinisupp P2000,1053258
Ecostatin 150Mg Pessaries Bristol-Myers Squibb Pharmaceuticals Ltd,198245
Nurofen Caplets 200Mg,153008
Aknemin 50 Capsules Almirall Ltd,581662
Avanc A Silve Impregnate Polyurethan Foa Adhesiv Fil Dressin,2565487
Engerix B 20Micrograms 1Ml Vaccine Suspension For Injection,798428
Balneum Plus Cream 5% + 3%,197877
Tubifast Blue Line Elasticated Viscose Stockinette 7.5Cmx5M Molnlycke Health Care Ltd,1655936
Fleet Phospho-Soda Oral Solution Laboratorios Casen-Flee...,1599275
Sensur Multichambe Mid Clea Uroba 10-66Mm Coloplast 11803,199129
Artelac Single Dose Unit 0.32% Eye Drops 0.5Ml Unit Dose Bausch & Lomb Uk Ltd,1235262
Novorapid Flextouch 100Units Ml Solution For Injection 3Ml Pre-Filled Pen Novo Nordisk Ltd,1986356
Adrenaline Base 300Micrograms 0.3Ml 1 In 1 000 Soluti...,1660016
Haldol Decanoate 50Mg 1Ml Solution For Injection Ampoules...,1720026
Flurandrenolone 0.0125% Oin 0.01%,245637
Movelat Relief Gel 0.2%+2%,416207
Pro D3 2 000Units Ml Liquid Synergy Biologics Ltd,885489
Aequasyal Protective Mouth Spray Bluechip Healthcare Marketing Ltd,1053200
Aquoral Protective Mouth Spray Sinclair Is Pharma Plc,1053200
Pripsen Sachets Gra,808917
Sigvar Medi Compressi Arm Slee Small Short Sigvaris 11040,1090846
Hyoscine Butylbromid Tab 10,1851
Famvir Tabs 750Mg,151733
Antepsin Tabs 1G,1048447
Floxapen Caps 250Mg,891522
Aldomet 250Mg Tablets Aspen Pharma Trading Ltd,852339
Vernai Typ 13 Ligh Steril 8 Ply Gau Swa 7.5Cmx7.5Cm Vernon,797544
Ortho-Creme Contraceptive Crm 2%W W,7602
Froben 50Mg Tablets Abbott Laboratories Ltd,1366789
Portia Pvc Pessary 62Mm Bray 366,751890
Aureomycin Eye Oin 1,239208
Nelaton Catheter Male Pvc 16Ch T1016 Coloplast Ltd,581662
Femseven Conti Transdermal Patches 7 Days 50 Micrograms 7,802780
Lofric Primo Catheter Male Non Pvc 12Ch 4101225 Wellspect Healthcare,991680
Traxam 3.17% Foam Mercury Pharma Group Ltd,6769
Froben Sr 200Mg Modified-Release Capsule Abbott Laboratories Ltd,581662
Baker'S Delight Gf Wf + Dairy Free Bread Bakers Del,9511
Ener-G Pizza Bases 3 X 124 Grams,210605
Nifedipress Mr Mr Tab 10Mg,152056
Cyklokapron Syr 500Mg,151568
Effercitrate Tablets Cambridge Healthcare Supplies Ltd,2099769
Topper 8 Sterile 4Ply Fabric Swab 7.5Cm X 7.5Cm,2626480
Testim Gel 50Mg 5G,1597132
Combihesiv Natu Stomahesi Flan + Coll 38Mm Convatec S7202,2714
Cilazapril Tab 250Mcg,21102
Co-Trimoxazole Tab 400,10831
Calcium Gluconate Tab 600,337294
Space Chamber Plus Compact With Medium Mask Medical Deve...,901038
Jobst Elvarex Class 2 Gauntlet To Elbow Bsn Med U2-02-03,844379
Vivadex 1Mg Capsules Dexcel-Pharma Ltd,1722359
Limbo Limb Protector Adult Half Leg Normal Build Short Mp...,1293282
Ethilon Poly 6 Mono Suture 0.7 45Cm Blk 15Mm Ethicon W507,1927429
Depo-Provera 50Mg Ml 1Ml Inj,202886
Salamol Inhaler - Deleted 10 97,1729086
Nova-T 380 Intrauterine Contraceptive Device Bayer Plc,215568
Marcain Steripack Plain Inj 0.25%,1012400
Actreen Glys Luer Lock Female Nelato 14Ch B Braun 227314E,861473
Protectfilm Vap Perm Adh Flm Drs 10Cm X 12Cm Wallace Cm,1543069
Co-Amilofruse 10Mg 80Mg Tablets,2037
Glucotrend Plus Colorimetric Strip S,998740
Trosyl Nail Solution Lot 28%,7442
Franol New 11Mg 120Mg Tabs,2003705
Ortho All-Flex Arcing Spring Silicone Diaphragm 75Mm Janssen-Cilag Ltd,1087519
Zomig Tab 2.5Mg,153353
Sens Sof Sea Mid Soft-C Ile 15-33Mm C-T-F Coloplast 15703,219829
Fresh Aire Odour Eliminating Deodorant Salts Fa1,581662
Timodine 30G 100000Units G Cream,261178
Micardisplus 40Mg 12.5Mg Tablets Boehringer Ingelheim Ltd,581662
Dermacolor Fixing Powder P4 Kryolan Uk Ltd,38893
Esteem Synergy Standard Opaque 2 13 Convatec S1063F,215502
Migravess Forte 5Mg+450Mg Effervescent Tablet Bayer Plc,404640
Lumecare Hypromellose 0.3% Eye Drops Medicom Healthcare ...,310933
Tilade Cfc Free Inh 2Mg Inhalation,799040
Magnaspartate 243Mg Magnesium 10Mmol Oral Powder Sachet...,692576
Zovirax Dispersible Tablet 800Mg,213706
Nicorette Original Chewing Gum 2Mg,209326
Actilymph Class 2 23-32Mmhg Armsleeve With Top Band Lym...,1235022
Clarithromyc + Lansopraz & Amoxicil Tri Pac 500Mg+30Mg+500Mg,750157
Percutol Oint 2% W V,220372
Preferid Cre 0.02,200010
Adalat 5Mg Caps,151131
Epogam 80Mg Capsule Pharmacia Ltd,581662
Therabite Bite Pad S Adult Platon,1094740
Co-Danthrusate Caps 50 60,198590
Dan Nov 2 Symmet Opa 2 Pie Ile 43Mm Flange Dansac 1211-43,1193085
Stiedex Lpn Oily Cre,200010
Ostomart Ostomist Odour Neutraliser Vanilla Bean Drops Vbn25 Respond Healthcare Ltd,2275721
Curasept 0.2% Oral Rinse Curaprox Uk Ltd,2471311
Tegretol 200Mg Chewtabs Novartis Pharmaceuticals Uk Ltd,308972
Nystan 100 000Unit Pastilles Bristol-Myers Squibb Pharmaceuticals Ltd,646455
Gauze Swabs Non-Sterile 10Cm X 10Cm Type 13 Light Bp 1988,311715
Cotton Absorbent 25Gms,889548
Syntaris Nas Spray 24Ml,1797913
Epipen Injection 300Micrograms 0.3Ml Dose,727347
Canesten Vaginal Cream 2% W V,998540
Keppra Tabs 750Mg,284391
Virormone 5Mg 24Hr 328Mg Unit Transdermal Patch Ferring Pharmaceuticals Ltd,1855519
Pentasa Modified Release Granules 1000Mg,196495
Nicorette 10Mg Ml Nasal Spray Pharmacia Ltd,203808
Betadine Vc Kit 10%,211108
Unilet |G| Superlite,7980
Activ Clas 3 Circula Kni Ope Toe Thig Stocki Medium Activa,1299655
Locoid Cream 0.1 %,1370772
Becotide 50 Inh 50Mcg Act,151414
Tinkyada Gf Wf Brown Rice Spaghetti General,1311040
Ultra Pku Biscuit S Ultrapharm,1298448
Emustil Eye Drops 0.3Ml Unit Dose Preservative Free Moorfields Pharmaceuticals,1049072
Cholera Oral Vaccine,1812951
Macrogol Compound Oral Powder Sachets Sugar Free Galen Ltd,824586
Canesten 500Mg Vag. Tabs,852074
Cromogen 5Mg Dose Inhaler Teva Uk Ltd,746181
Co-Tenidone Tablets 100Mg+25Mg,252761
Durogesic Dtrans 25 Transdermal Patches Janssen-Cilag Ltd,261184
Cordarone X 200 Tablets Sanofi,833530
Scholl Metatarsal Arch Supports Ssl International Plc,1315108
Comfizz Waistband Large X Large Comfizz,2591799
Ultra Chloraseptic Throat Spray 1Mg Dose,1101849
Zomig Nasal Spray 5Mg,402169
Below Knee Stock. Seamless Stout Thread,1310262
Ortho-Gynest Vaginal Cream 0.01% G + Applicato,890918
Dulco-Lax Perles 2.5Mg,151672
Job Opaq Cla 1 Clos Toe Kne Hig Stocki Long Size 3 Bsn Med,1364404
Pulmicort 200Micrograms Spacer Inhaler,1183558
Erymax Capsules Gastro-Resistant 250 Mg,1368963
Betadine Dry Powder Spray 2.5 %W W,2374358
Mediven Plus Class 2 Open Toe Sto Exwide 5 Medi 203 V,1010769
Abasaglar 100Units Ml Solution For Injection 3Ml Cartridg...,2268065
Phyllocontin Continus Tablets 225Mg,795735
Portia Ring Pessary 7.5Mm Thick 71Mm Diameter Polythene Bray Group Ltd,1311281
Becloforte Integra Inh 250,999736
Lyof Ext Adhes Squ Polyureth Foa Dress 9Cm X 9Cm Molnlycke,861448
Mirapexin 0.088Mg Tablets Boehringer Ingelheim Ltd,859035
Unilet Eco Lancets 0.375Mm 28Gauge Owen,991299
Blink Intensive Tears 0.2% Eye Drops 0.4Ml Unit Dose Amo Uk Ltd,1094102
Innohep O.5 Ml Ampoule Inj,309
Preparation H Oint,1425214
Opticrom Eye Ointment Rhone-Poulenc Rorer Ltd,581662
Careline E1 Ndb 2 Unomedical 45-30-Lbc,1045489
Bettamousse 0.1% Cutaneous Foam Focus Pharmaceuticals Ltd,973880
Minocin Mr Caps 100Mg,152056
Xailin Hydrate 0.3% Eye Drops Preservative Free Nicox Ph...,477589
Diclozip 50 Tab 50,855633
Achromycin Eye Ear Oin 1%,706868
Activa Leg Ulcer Hosiery Kit 10Mmhg Closed Toe Compression Liner Pack Large Sand Activa Healthcare Ltd,1307051
Relestat Eye Drp,402323
Metanium Nappy Rash Oint,1089114
Beclazone Easi-Breathe Inh 250Mcg Act,226084
Cozaar Tab 25Mg,979487
Angeze Sr 40Mg Modified-Release Capsule Opus Pharmaceuticals Ltd,581662
Relactagel Vaginal Gel Kora,1488820
Normasol Sterile Solution 0.9 %,631504
Typhoid Vaccine Vi Capsular Polysaccharide Vaccine 25 ...,807219
Irriclens Sterile Solution 0.9% 240Ml Aerosol,631504
Stelazine 1Mg 5Ml Syrup Mercury Pharma Group Ltd,6769
Canesten Powder 1 %,2104292
Celiprolol Tablets 200Mg,332412
Syringe Ordinary Purpose 1Ml Spec16 2A,1012523
Earcalm Liquid 2%,252296
Amoxil Fiztab Tab 250,1358969
Polycal Liquid Flavour Not Specified,2274107
Imodium 2Mg Capsule Mcneil Products Ltd,978009
Pavacol -D Cough Mixture -,1169
Dovonex Ointment 0.005 %,108959
Sustiva 600Mg Tablets Bristol-Myers Squibb Pharmaceuticals Ltd,352143
Tredaptive 1000Mg 20Mg Modified-Release Tablets Merck Sh...,4890
Limbo Limb Protector Adult Half Leg Large Build Short Mp1...,1293282
Fortijuce Lemon+Lime Liq,41656
Suprax Tab 200Mg,1043031
Predenema 20Mg 100Ml Standard Tube Forest Laboratories Uk Ltd,215502
Act-Hib 0.5 Ml Unit Dose Ampoule,656809
Bradosol Sf Loz 0.5Mg,232539
Hyoscine Patch 1.5Mg,9601
Menorest 75 Patches Novartis Pharmaceuticals Uk Ltd,218309
Menorest 37.5 Patches Novartis Pharmaceuticals Uk Ltd,212464
Norgalax Micro-Enema 10Gm,352771
Naprosyn 500 Tablets,105899
Speedicath Compact Plus Catheter Female 14Ch 28814 Coloplast Ltd,152000
Lodine Sr 600Mg M R Tablets,202998
Typhoid Vaccine 25Microgram 0.5Ml Prefilled Syringe,807239
Monocor 10Mg Tablets Wyeth Pharmaceuticals,202479
Femapak 80 Abbott Healthcare Products Ltd,1041498
Clomid 50Mg Tablets Sanofi,1093073
Gaviscon Advance Sugar Free Oral Suspension 1000Mg + 200Mg -,307746
Premique Tablets 0.625 Mg + 5 Mg,308934
Meningococcal A C W135 + Y Oligosaccharide Conjugat Vaccin,1008395
Anhydrol Forte 20% Solution Dermal Laboratories Ltd,479346
Vic Polygl 910 Bra Absor Sut Gauge 1.5 45Cm Ethicon W9074,1117536
Esteem Synergy Standard Opaque 2 13 Convatec S1058N,215502
Rigevidon Tablets Consilient Health Ltd,833741
Freestyl Vie Flushabl Beig Larg Colob 35Mm Welland Pfl535,2591799
Freest Bei Softb Lar Col 13Mm Starter Hole Welland Flc513,2049736
Easifle Extr Bas Plat 70Mm Flange 10-68Mm Coloplast 14306,1311067
Reductil 15Mg Capsules Abbott Laboratories Ltd,2593372
Lasix Tablets 40Mg,200809
Pelican Contour Flange Extender 130860 Pelican Healthcar...,1148523
Axsain 0.075% Cre,200010
Elisse Sting Free Skin Barrier Spray Tr204 Trio Healthcare Ltd,2281737
Repadina Vaginal Moisturiser Ipc Pharma,1366537
Corsodyl Mint 0.2% Mouthwash Glaxosmithkline Consumer Healt,1866539
Activa Circular Knit Open Toe Sto Ext Activa Class 3,1307051
Rubella Vaccine,762817
Corlan Lozenges 2.5 Mg,1649491
Dansac Replacement Clamp Dansac 95210-0000,892539
Indomethacin Sr Tab 25Mg,316082
Inactivated Influenza Vaccine Surface Antigen Virosome Su,1008837
Mixtard 40 Novolet 100Units Ml Suspension For Injection Novo Nordisk Ltd,311026
Jobst Elvarex Class 1 Armsleev + Gauntle Bsn Med U1-01-05,1591916
Beclazone Easi-Breathe Breath Actuated Inhaler 50Micrograms,226084
Monosulfiram Sol 25%,30206
Becloforte 400Microgram Disks With Diskhaler Glaxosmithkline Uk Ltd,151414
Releas Perforate Plast Fil Fac Dre 10Cmx20Cm J & J Mrl006,2449
Acnecide-5 Gel 60G,2056459
Movicol Plain Powder Sachets 13.7 Grams Sachet,217815
Gaviscon Advance Peppermint Tablets -,25655
Scanpor Permeabl Non-Wove Synt Adh Tap 2.5Cm X 5M Bio-Diag,2626480
Squill Opiate Linctus,91613
Regulan Sach 3.4G,880853
Climagest Tab 2,202896
Airomir Autohaler,966811
Locabiota Metere Dos Ora Or Nasa Spra 500Mcg Do,643816
Tavanic Tablets 250 Mg,1341384
Pavacol D Mixture 5 Mg 5Ml,1536157
Simple Linctus Sugar Free,824586
Welland Hyperseal Washer Small Welland Hwa 300,1492300
Albupor Permeab Non-Wov Syn Adh Tap 2.5Cmx5M S&N Bsn 0702,1869377
Gygel 2% Contraceptive Jelly Marlborough Pharmaceuticals...,1049072
Aerochamber Plus Spacer Device Standard Blue With Fac...,852834
Betadine 10% Antiseptic Paint Molnlycke Health Care Ltd,211108
Predsol-N Drops N A,427163
Scopoderm Tts Patch 1.5,220372
Convee Optim Standar Incontinen Shea 40Mm Coloplast 22040,1310571
Jobst Elvarex Custom Fit Class 3 34-46Mmhg Below Knee L...,1310262
Carbomer 0.36% Eye Gel Preservative Free,235535
Dicyclomine Hydrochloride Tabs 10Mg,991060
Differin Gel 0.1 %,153183
Sodium Fus.2% Hydroc Oin,1246881
Trulicity 1.5Mg 0.5Ml Solution For Injection Pre-Filled Pen Eli Lilly And Company Ltd,1551306
Eltroxin Tablets 25Micrograms,2607026
Lacri-Lube Eye Ointment 3.5 G,701984
Nerisone Forte Oint 0.3%,1663747
Flixotide Diskhaler Inhalation Pwdr 100Micrograms,759473
Peristeen Anal Irrigation System Rectal Catheters Small 29128 Coloplast Ltd,1311288
Diflucan Capsules 50Mg,207106
Cephalexin Sus 250Mg Ml,315607
Buscopan Cramps Tabs,203547
Silf Brill All Sili Mal Fol 16Ch-10Ml Ball Rusch Dg310116,1607001
Hydrocoll Thin Film Hydrocolloid Dres 7.5Cmx7.5Cm Hartmann,314809
Cipralex Tablets 5 Mg,404930
Multiload Cu 375 Type 5C Iucd Organon,1426856
Freestyl Beig Mediu Ileob + Int Conv 13Mm Welland Ndm 513,199308
Uniphyllin Continus Tab 300,795735
Venturi Gauze Wound Care Set Portal Drain Standard Talle...,1310816
Keflex 250Mg Tabs,212306
Activa Circular Knit Open Toe Sto Ext Activa Class 1,1307051
Pancrex V Capsules Paines & Byrne Ltd,220372
Thymoxamine Tab 40,10561
Canesten Hc Cream N A,404044
Nizoral Tabs 200Mg,202692
Unilet Universa Comfortouc Typ A Lance 0.45Mm 26Gauge Owen,1307719
Xylocaine With Adrenaline 20Ml Inj 2,1737637
Lofric Hydro-Kit Female Nelaton 10 Ch Astra Tech 4231025,727272
Hydroco Bord Hydrocollo Bevell Edg Dressi 5Cmx5Cm Hartmann,203594
Lubricating Aqueous Gel -,1094908
Assura Inspire Maxi Soft Cover Col 20 Coloplast 12170,1725070
Corsinel Made To Measure Sup Small Coloplast 162080,215705
Sodium Hyaluronate Eye Drp 0.1%,1098161
Influenza Pre-Filled Syringe Vac,1364467
Fluvirin Vaccine,798304
Regulan Orange Sugar Free Powder,1868847
Macrogol Compound Oral Powder Sachets Sugar Free Actavis Uk Ltd,824586
Canesten Combi 500Mg Soft Gel Pessary And 2% Cream Bayer...,701970
Xarelto 15Mg Tablets Bayer Plc,1232084
Insulin Penmix 20 80 Penfill Inj,1653196
Cosopt Eye Drops,216253
Matrifen Patch 100Micrograms Hour,2049547
Diphtheria & Tetanus + Poliomyelitis Td Ipv Adsorbe Vaccin,807277
Charcoal Tabs 300Mg,2296
Humulin I Pen 100Units Ml Suspension For Injection 3Ml Pre-Filled Pen Eli Lilly And Company Ltd,847199
Movicol Chocolate Oral Powder 13.9G Sachets Norgine Phar...,1365694
Canesten 500Mg Vag.,852074
Mini-Wright Standard Range Pk Fl Mtr C Clarke 3103Xxx,215502
Salamol Easi-Breathe 200 Dose Inh 100Mcg,226084
Verrugon Ointment 50%,1990747
Galenphol Linctus Strong Eli 10Mg 5Ml,205228
Sodium Hyaluronate 0.3% Eye Drops,1006727
Typhim Vi Pre-Fille Vac 50,114883
Avaxim Vaccine Suspension For Injection 0.5Ml Pre-Filled ...,2624752
Beclomethason Dipropiona Brea Act Inh 100Microgram Actuation,966535
Enzira Vaccine Suspension For Injection 0.5Ml Pre-Filled ...,2624752
Hepatyrix Vaccine,798304
Anusol Hc Ointment Mcneil Products Ltd,151363
Potassium Eff Tab 6.5Mmol,316559
Inderal 80Mg Tablets,151890
Keri Lot,1041849
Typhoid Vaccine Live Oral Strain Ty21A Gastro-Resista...,762595
Viatim Injection Prefilled Syringe 1 Ml Pre-Filled Sy...,205336
Zyloric 300Mg Tabs,213998
Havrix Monodose Vaccine Suspension For Injection 1Ml Pre-...,798479
Furadantin 100Mg Tablets Amco,258353
Soframycin Cream Hoechst Marion Roussel,9991
Zyloric -300 Tabs,213998
Econacort Cre,200010
Ibuleve 5% Spray Dendron Ltd,105392
Picato 150Micrograms G Gel Leo Pharma,1242811
Accord Vacuum Pump Manual 0103 Genesis Medical Ltd,1805710
Celluvisc Eye-Drops Unit Dose 0.5 %,579907
Canesten Duopak,1599847
Capimune 100Mg Capsules Generics Uk Ltd,352504
Imigran 50Mg Tablets Glaxosmithkline Uk Ltd,581662
Mini-Wright Standard Range Peak Flow Meter 3103388 -,215502
Anugesic Hc Supp,2201593
Flexin Continus Tab 75Mg,795735
Spacer Holding Chamber Device Type 2,1306125
Benoral Sus 40%,852839
Inderal Tab 40Mg,151890
Gus Comfort Compression Hosiery Applicator Haddenham Hea...,797544
Immunoglobulin Inj 2Ml,1809032
Suprax Tab 200,1043031
Nova-T Iucd Schering,1235391
Twinrix Adult Vaccine 720 Units + 20 Micrograms 1Ml,803371
Dansac Non Sting Adhesive Remover Dansac,580119
Secuplast Aloe Ring Sar38 38Mm Salts Healthcare,91263
Ispaghula Husk Gluten-Free Sf Effervescent Granules 3.5G Pl,2284286
Tears Naturale Eye Drops -,220187
Tetanus Vaccination Celltech Pharma Europe Ltd,798306
Revaxis Vaccine Suspension For Injection 0.5Ml Pre-Filled Sy,2624752
Balmosa Cream Galen Consumer Ltd,581662
Hormonin 600Mcg Tablets,208545
Mandanol 500Mg Caplets M & A Pharmachem Ltd,1293942
Unilet Comfortouch Type A & B Lancets 0.375Mm 28Gauge Owen,1312376
Sod.Cromoglycate 2% Gutte,2921
Mydrilate Eye Drp 1%,235961
Zoladex La Implant 10.8Mg,211544
Vivotif Vaccine Gastro-Resistant Capsules Paxvax Ltd,762602
Arimidex Tab 1,262485
Typhoid Vaccine Live Oral Strain Ty21A Gastro-Resistant Capsules,762595
Ispaghula Husk 3.5G Effervescent Granules Sachets Gluten Fre,1095545
Erythroped Sugar Free Sus 250Mg 5Ml,824586
Eumovate 0.05% Cream 100G,861503
Gammabulin 2Ml Inj,1388
Reltebon 60Mg Modified-Release Tablets Actavis Uk Ltd,581662
Limbo Limb Protector Adult Half Leg Large Build Short Mp180S Thesis Technology Products And Services Ltd,1293285
Defanac Sr Mr Tab 75Mg,152056
Hyetellose Pres Free Eye Drops 0.44%,27244
Resource Benefiber Pwdr Novartis,687620
Feldene 5Ml G Jel,197288
Xylocaine Injection 1% 2Ml,1737569
Vibramycin-D 100Mg Dispersible Tablets Pfizer Ltd,205604
Fortijuce Summer Fruit Liq,2588813
Beconase Aqueous Nasal Spray 50Mcg Act 200 Dose,1797916
3M Cavilon No Sting Barrier Film Wipes 3344E 3M Health C...,309916
Panoxyl Wash 10%,202562
Depo-Medrone With Li Inj 40,1358207
Influvac Vac,798451
Magnesium Carbonate Aromatic Mix,29155
Comfifast Multistretch 2-Way Stretch Stockinette 10.75Cm Synergy Health Plc,1483141
Twinrix Adult Vaccine Suspension For Injection 1Ml Pre-Fi...,803371
